UPC1, Item, Descrption, Price, Cost, Category, SubCategory, SubCategory2, SubCategory3, Vendor, Gigis-Raleigh, Gigis-Cary, Violet-Rareigh, Violet-Cary, Total Inventory
40007915001 ,  VI32059PUMC ,  Sadie Pumice  , 108 , $44.50  ,  Accessory   ,  Wallet  ,    ,    ,  Hobo  , 0 , 0 , 0 , 2 , 2
40007916001 ,   VI32059BLK ,  Sadie Black  , 108 , $44.50  ,  Accessory   ,  Wallet  ,    ,    ,  Hobo  , 0 , 0 , 1 , 1 , 2
40007917001 ,  VI32059TURQ ,  Sadie Turqoise  , 108 , $44.50  ,  Accessory   ,  Wallet  ,    ,    ,  Hobo  , 0 , 0 , 0 , 1 , 1
40007918001 ,   VI3356CMNE ,  Rachel Carmine  , 128 , $53.00  ,  Accessory   ,  Wallet  ,    ,    ,  Hobo  , 0 , 0 , 1 , 1 , 2
40007919001 ,   VI3356PUMC ,  Rachel Pumic  , 128 , $53.00  ,  Accessory   ,  Wallet  ,    ,    ,  Hobo  , 0 , 0 , 0 , 1 , 1
40007924001 ,  SO82142BRCH ,  Blaze Birch  , 188 , $83.00  ,  Accessory   ,  Wallet  ,    ,    ,  Hobo  , 0 , 0 , 0 , 1 , 1
40007925001 ,  PM35580TURQ ,  Cydney Turqoise  , 178 , - ,  Accessory   ,  Wallet  ,    ,    ,  Hobo  , 0 , 0 , 0 , 1 , 1
40007927001 ,      APL0015 ,  Starlet Pouch  , 32 , $14.50  ,  Giftware  ,  Pouch  ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40007928001 ,      APL0025 ,  Answers Pouch  , 32 , $14.50  ,  Accessory   ,    ,    ,    ,    , 0 , 0 , 0 , 2 , 2
40007929001 ,      APL0041 ,  You're Everything Pouch  , 32 , $14.50  ,  Accessory   ,  Pouch  ,    ,    ,    , 0 , 0 , 0 , 2 , 2
40007930001 ,      APS0005 ,  Flora Bird Pouch  , 21 , $9.50  ,  Accessory   ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40007932001 ,      APS0025 ,  Answers Pouch  , 21 , $9.50  ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 1 , 0 , 1
40007933001 ,      APS0041 ,  You're Everything Pouch  , 21 , $9.50  ,  Accessory   ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40007934001 ,        CP004 ,  Golden Bird Coin Purse  , 12 , $5.50  ,  Accessory   ,  Pouch  ,    ,    ,    , 0 , 0 , 0 , 3 , 3
40007935001 ,        CP019 ,  Think In Magic Coin Purse  , 12 , $5.50  ,  Accessory   ,    ,    ,    ,    , 0 , 0 , 0 , 3 , 3
40007937001 ,       GB021F ,  For You Gift Bag  , 5 , $2.00  ,  Accessory  ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40007940001 ,       GB029F ,  Bee's Knees Gift Bag  , 5 , $2.00  ,  Giftware  ,  Gift Bag  ,    ,    ,    , 0 , 0 , 0 , 3 , 3
40007950001 ,       LB0009 ,  Snack Attack Lunch Bag  , 8 , $2.50  ,  Accessory   ,  Lunch Bag  ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40007951001 ,       LLP017 ,  Pink Dawn Pad  , 9 , $1.50  ,  Stationary   ,    ,    ,    ,    , 0 , 0 , 1 , 0 , 1
40007958001 ,        M0098 ,  Laughing Whale Magnet  , 4 , $1.00  ,  Giftware  ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40007959001 ,        MB012 ,  Bee's Knees Mini Book  , 3 , $1.25  ,  Stationary   ,    ,    ,    ,    , 0 , 0 , 1 , 0 , 1
40007960001 ,        MB030 ,  Starlet Mini Book  , 3 , $1.25  ,  Stationary  ,  Notebook   ,    ,    ,    , 0 , 0 , 0 , 2 , 2
40007961001 ,        MB035 ,  Light Tomorrow Mini Book  , 3 , $1.25  ,  Stationary  ,  Notebook   ,    ,    ,    , 0 , 0 , 0 , 2 , 2
40007964001 ,        MS008 ,  Painted Flowers Shopper  , 8 , $3.50  ,  Giftware  ,    ,    ,    ,    , 0 , 0 , 0 , 12 , 12
40007965001 ,        NB022 ,  Big Deal Notebook  , 16 , $7.00  ,  Stationary   ,    ,    ,    ,    , 0 , 0 , 1 , 0 , 1
40007968001 ,    STKNT0009 ,  Starlet Sticky Note  , 14 , $3.00  ,  Stationary   ,    ,    ,    ,  Knock Knock  , 0 , 0 , 1 , 0 , 1
40007972001 ,      BP10381 ,  Fallon  , 40 , $18.00  ,    ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40007982001 ,  K36CA3SW940 ,  Garrison Hoodie  , 106 , $48.00  ,  Stationary   ,    ,    ,    ,  Fred&Friends  , 0 , 0 , 0 , 2 , 2
40007984001 , K36CA3BSW945 ,  Love V-Neck  , 110 , $50.00  ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 0 , 4 , 4
40007986001 ,  K36CA3SW705 ,  Marlowe V-Neck  , 99 , $45.00  ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40007988001 ,  K36CA3SW983 ,  Tipped Crew  , 99 , $45.00  ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 0 , 2 , 2
40007992001 ,    2300BLACK ,  Black Cami  , 26 , $12.00  ,  Apparel  ,  Top  ,  Tank  ,    ,    , 0 , 0 , 0 , 2 , 2
40007993001 ,    3300BLACK ,  Seamless Tank  , 30 , $14.00  ,  Apparel  ,  Top  ,    ,    ,    , 0 , 0 , 0 , 2 , 2
40007996001 ,    3800WHITE ,  White 3/4 Sleeve  , 35 , $16.00  ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 2 , 1 , 3
40007997001 ,    4100BLACK ,  Black L/S  , 37 , $17.00  ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 2 , 1 , 3
40007998001 , 4100CHARCOAL ,  Charcoal L/S  , 37 , $17.00  ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 2 , 1 , 3
40007999001 ,    4100WHITE ,  White L/S  , 37 , $17.00  ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 2 , 1 , 3
40008000001 ,   TY5161SBW5 ,  Yeah NO Tank  , 84 , $38.00  ,  Apparel  ,  Top  ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40008004001 ,   REV128808Y ,  Legging 8 Year  , 210 , $95.00  ,  Apparel  ,  Bottom  ,  Legging  ,  Denim   ,    , 0 , 0 , 0 , 3 , 3
40008006001 ,   REV1616SMI ,  Harper  , 172 , $78.00  ,  Apparel  ,  Bottom  ,    ,  Denim  ,    , 0 , 0 , 0 , 5 , 5
40008008001 , 1410220 ,  Surry White  , 198 , $90.00  ,  Apparel  ,  Bottom  ,  Pant  ,  Denim   ,  Raleigh Denim  , 0 , 0 , 0 , 1 , 1
40008009001 , 1100204 ,  Union Rinse  , 196 , $89.00  ,  Apparel  ,  Bottom  ,  Pant  ,  Denim  ,  Raleigh Denim  , 0 , 0 , 3 , 5 , 8
40008010001 , 1340201 ,  Union Indigo  , 225 , $102.00  ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 1 , 4 , 5
40008011001 , 1340205 ,  Haywood Black  , 225 , $102.00  ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 1 , 7 , 8
40008012001 , 1410202 ,  Surry London  , 265 , $120.00  ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 1 , 2 , 3
40008014001 , 1510221 ,  Haywood TKO  , 225 , $102.00  ,  Apparel  ,  Bottom  ,  Pant  ,  Denim  ,    , 0 , 0 , 1 , 1 , 2
40008016001 ,        2501G ,  Dainty Lock Gold  , 62 , $28.00  ,  Accessory  ,  Jewelry  ,  Necklace  ,    ,  The Giving Keys   , 0 , 0 , 0 , 5 , 5
40008021001 ,        4005G ,  Key Cuff Dream  , 49 , $22.00  ,  Accessory  ,  Jewelry  ,  Necklace  ,    ,  The Giving Keys   , 0 , 0 , 0 , 3 , 3
40008025001 ,        2511S ,  Dainty Lock Silver  , 62 , $28.00  ,  Accessory   ,    ,    ,    ,    , 0 , 0 , 1 , 0 , 1
40008036001 ,        303MG ,  It's too Early Mug  , 20 , $9.00  ,  Giftware  ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40008040001 ,        316MG ,  Dream Big Mug  , 20 , $9.00  ,  Giftware  ,    ,    ,    ,  Fishes Eddy   , 0 , 0 , 0 , 1 , 1
40008042001 ,    23110v080 ,  Maria High Rise  , 190 , $86.00  ,  Apparel  ,  Bottom  ,  Pant  ,  Denim  ,  Level 99  , 0 , 0 , 0 , 2 , 2
40008043001 , 6201526 ,  Mid Rise Skinny  , 218 , $99.00  ,  Apparel  ,  Bottom  ,  Pant  ,  Denim  ,    , 0 , 0 , 9 , 3 , 12
40008044001 ,      811c028 ,  Mid Rise 11  , 172 , $78.00  ,  Apparel  ,  Bottom  ,  Pant  ,  Denim  ,    , 0 , 0 , 5 , 4 , 9
40008045001 ,   9326c076rh ,  Low Rise Cropped  , 198 , $90.00  ,  Apparel   ,  Bottom  ,  Crop  ,  Denim  ,  J Brand   , 0 , 0 , 1 , 4 , 5
40008047001 ,         RCSB ,  Sauvignon Blanc Candle  , 28 , $12.00  ,  Giftware  ,  Candle  ,    ,    ,    , 0 , 0 , 1 , 0 , 1
40008050001 ,     RCMERLOT ,  Merlot Candle  , 28 , $12.00  ,  Giftware  ,  Candle  ,    ,    ,  Rewind Candle   , 0 , 0 , 0 , 3 , 3
40008052001 ,   RCCABERNET ,  Cabernet Cancle  , 28 , $12.00  ,  Giftware  ,  Candle  ,    ,    ,  Rewind Candle   , 0 , 0 , 0 , 2 , 2
40008054001 ,  RCCHAMPAGNE ,  Champagne Candle  , 28 , $12.00  ,  Giftware  ,    ,    ,    ,    , 0 , 0 , 2 , 0 , 2
60459920456 ,   ,    , 98 ,   ,    ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
61039550385 ,   ,  Freaker  , 12 ,   ,  Giftware   ,    ,    ,    ,  Freaker USA   , 0 , 0 , 2 , 0 , 2
61039550395 ,   ,  Freaker  , 12 ,   ,  Giftware  ,    ,    ,    ,  Freaker  , 0 , 0 , 0 , 2 , 2
61039550396 ,   ,  Freaker  , 12 ,   ,  Giftware  ,    ,    ,    ,  Freaker  , 0 , 0 , 0 , 1 , 1
61039550427 ,   ,  Freaker  , 12 ,   ,  Giftware  ,    ,    ,    ,  Freaker  , 0 , 0 , 0 , 1 , 1
61039550435 ,   ,  Freaker  , 12 ,   ,  Giftware  ,    ,    ,    ,  Freaker  , 0 , 0 , 0 , 1 , 1
61039550437 ,   ,  Freaker  , 12 ,   ,  Giftware  ,    ,    ,    ,  Freaker  , 0 , 0 , 0 , 1 , 1
61039550440 ,   ,  Freaker  , 10 ,   ,  Giftware  ,    ,    ,    ,  Freaker  , 0 , 0 , 0 , 1 , 1
61039550459 ,   ,  Freaker  , 12 ,   ,  Giftware  ,    ,    ,    ,  Freaker  , 0 , 0 , 0 , 1 , 1
61039550460 ,   ,    , 12 ,   ,    ,    ,    ,    ,    , 0 , 0 , 0 , 2 , 2
61039550461 ,   ,  Freaker  , 12 ,   ,  Giftware  ,    ,    ,    ,  Freaker  , 0 , 0 , 0 , 1 , 1
63731816365 ,   ,    , 46 ,   ,    ,    ,    ,    ,    , 0 , 0 , 0 , 3 , 3
63972584101 ,   ,    , 28 ,   ,    ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
64082386734 ,   ,  Emoji Buttons  , 1 ,   ,  Giftware  ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
67177000018 ,   ,    , 5 ,   ,    ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
67177000602 ,   ,    , 5 ,   ,  Stationary   ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
67177001388 ,   ,    , 5 ,   ,  Giftware  ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
67177001424 ,   ,    , 5 ,   ,    ,    ,    ,    ,    , 0 , 0 , 0 , 13 , 13
67177001484 ,   ,    , 5 ,   ,    ,    ,    ,    ,    , 0 , 0 , 0 , 13 , 13
68541310224 ,   ,  Reversible Tote  , 95 ,   ,  Accessory   ,    ,    ,    ,  Sydney Love  , 0 , 0 , 1 , 0 , 1
68541310290 ,   ,    , 75 ,   ,    ,    ,    ,    ,    , 0 , 0 , 0 , 3 , 3
68541310370 ,   ,    , 95 ,   ,    ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
68541310382 ,   ,    , 95 ,   ,    ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
68541310440 ,   ,  Reversible Tote  , 95 ,   ,  Accessory   ,  Tote  ,    ,    ,  Sydeny Love  , 0 , 0 , 1 , 0 , 1
69616600021 ,   ,    , 9 ,   ,  Stationary   ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
70528222053 ,   ,  Free People Bra   , 38 ,   ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 1 , 0 , 1
70528229849 ,   ,  Lace Ivory/Floral Bralette  , 38 ,   ,  Apparel  ,  Bralette  ,    ,    ,    , 0 , 0 , 0 , 1 , 1
70528229851 ,   ,  Lace Ivory/Floral Bralette  , 38 ,   ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
70528245432 ,   ,    , 28 ,   ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
72898701528 ,   ,    , 10 ,   ,  Giftware  ,    ,    ,    ,  Fred&Friends  , 0 , 0 , 0 , 1 , 1
72898701736 ,   ,    , 20 ,   ,    ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
72898701907 ,   ,    , 9 ,   ,  Giftware  ,    ,    ,    ,  Fred&Friends  , 0 , 0 , 0 , 2 , 2
72898701917 ,   ,    , 10 ,   ,  Giftware  ,    ,    ,    ,  Fred&Friends  , 0 , 0 , 0 , 1 , 1
72898701946 ,   ,    , 16 ,   ,    ,    ,    ,    ,  Fred&Friends  , 0 , 0 , 0 , 1 , 1
72898701961 ,   ,    , 8 ,   ,    ,    ,    ,    ,  Fred&Friends  , 0 , 0 , 0 , 1 , 1
72898701992 ,   ,    , 10 ,   ,    ,    ,    ,    ,  Fred&Friends  , 0 , 0 , 0 , 1 , 1
72898702256 ,   ,    , 12 ,   ,    ,    ,    ,    ,    , 0 , 0 , 0 , 4 , 4
72898702262 ,   ,    , 10 ,   ,    ,    ,    ,    ,  Fred&Friends  , 0 , 0 , 0 , 2 , 2
72898702370 ,   ,    , 15 ,   ,  Footwear   ,  Sock  ,    ,    ,    , 0 , 0 , 1 , 0 , 1
73749134302 ,   ,    , 8 ,   ,    ,    ,    ,    ,    , 0 , 0 , 0 , 6 , 6
73749134304 ,   ,    , 8 ,   ,    ,    ,    ,    ,    , 0 , 0 , 0 , 4 , 4
73749134306 ,   ,    , 8 ,   ,    ,    ,    ,    ,    , 0 , 0 , 0 , 4 , 4
79486600343 ,   ,    , 16 ,   ,    ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
79486600421 ,   ,    , 17 ,   ,  Giftware   ,    ,    ,    ,    , 0 , 0 , 1 , 0 , 1
80380156391 ,   ,    , 220 ,   ,  Apparel  ,  Bottom  ,    ,    ,    , 0 , 0 , 0 , 1 , 1
80380156392 ,   ,    , 220 ,   ,  Apparel  ,  Bottom  ,    ,    ,    , 0 , 0 , 0 , 3 , 3
80380156393 ,   ,    , 220 ,   ,  Apparel  ,  Bottom  ,    ,    ,    , 0 , 0 , 0 , 2 , 2
80380156394 ,   ,    , 220 ,   ,  Apparel  ,  Bottom  ,    ,  Denim  ,    , 0 , 0 , 0 , 1 , 1
80380156395 ,   ,    , 220 ,   ,    ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
80380156396 ,   ,  Legging   , 220 ,   ,  Apparel   ,  Bottom  ,  Pant  ,  Denim  ,  AG  , 0 , 0 , 1 , 0 , 1
80554618989 ,   ,  Thong Panties - Various Colors  , 20 ,   ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
80554622411 ,   ,  Thong Panties - Various Colors  , 20 ,   ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
80554624505 ,   ,  Thong Panties - Various Colors  , 20 ,   ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 0 , 4 , 4
80554624999 ,   ,  Thong Panties - Various Colors  , 20 ,   ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 0 , 3 , 3
80554625185 ,   ,  Thong Panties - Various Colors  , 20 ,   ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 0 , 2 , 2
80554625525 ,   ,  Thong Panties - Various Colors  , 20 ,   ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 0 , 5 , 5
80554625677 ,   ,  Thong Panties - Various Colors  , 20 ,   ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
80554625679 ,   ,  Thong Panties - Various Colors  , 20 ,   ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 0 , 3 , 3
80554626136 ,   ,  Thong Panties - Various Colors  , 20 ,   ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 0 , 3 , 3
80554626137 ,   ,  Thong Panties - Various Colors  , 20 ,   ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
80554681108 ,   ,  Thong Panties - Various Colors  , 20 ,   ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 0 , 4 , 4
80554691100 ,   ,  Thong Panties - Various Colors  , 20 ,   ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
80554691101 ,   ,  Thong Panties - Various Colors  , 20 ,   ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 0 , 6 , 6
80554691102 ,   ,  Thong Panties - Various Colors  , 20 ,   ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 0 , 4 , 4
80686402457 ,   ,    , 130 ,   ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 0 , 2 , 2
80686404599 ,   ,    , 130 ,   ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 0 , 4 , 4
81031402033 ,   ,    , 20 ,   ,  Giftware  ,    ,    ,    ,  Fred&Friends  , 0 , 0 , 0 , 1 , 1
81031402079 ,   ,    , 8 ,   ,  Giftware  ,    ,    ,    ,  Fred&Friends  , 0 , 0 , 0 , 1 , 1
81031402099 ,   ,    , 8 ,   ,  Giftware  ,    ,    ,    ,  Fred&Friends  , 0 , 0 , 0 , 1 , 1
81278902006 ,   ,  Freaker  , 12 ,   ,  Giftware  ,    ,    ,    ,  Freaker  , 0 , 0 , 0 , 1 , 1
81278902013 ,   ,  Freaker  , 12 ,   ,  Giftware  ,    ,    ,    ,  Freaker  , 0 , 0 , 0 , 1 , 1
81278902043 ,   ,  Freaker  , 12 ,   ,  Giftware  ,    ,    ,    ,  Freaker  , 0 , 0 , 0 , 1 , 1
81278902044 ,   ,  Freaker  , 12 ,   ,  Giftware  ,    ,    ,    ,  Freaker  , 0 , 0 , 0 , 1 , 1
81278902072 ,   ,  Freaker  , 12 ,   ,  Giftware  ,    ,    ,    ,  Freaker  , 0 , 0 , 0 , 1 , 1
81278902073 ,   ,  Freaker  , 12 ,   ,  Giftware  ,    ,    ,    ,  Freaker  , 0 , 0 , 0 , 1 , 1
81278902098 ,   ,  Freaker  , 12 ,   ,  Giftware  ,    ,    ,    ,  Freaker  , 0 , 0 , 0 , 1 , 1
81278902102 ,   ,  Freaker  , 12 ,   ,  Giftware  ,    ,    ,    ,  Freaker  , 0 , 0 , 0 , 1 , 1
81278902108 ,   ,  Freaker  , 12 ,   ,  Giftware  ,    ,    ,    ,  Freaker  , 0 , 0 , 0 , 1 , 1
81278902109 ,   ,  Freaker  , 12 ,   ,  Giftware  ,    ,    ,    ,  Freaker  , 0 , 0 , 0 , 1 , 1
81278902113 ,   ,  Freaker  , 12 ,   ,  Giftware  ,    ,    ,    ,  Freaker  , 0 , 0 , 0 , 1 , 1
81278902114 ,   ,  Freaker  , 12 ,   ,  Giftware  ,    ,    ,    ,  Freaker  , 0 , 0 , 0 , 2 , 2
81278902118 ,   ,  Freaker  , 12 ,   ,  Giftware  ,    ,    ,    ,  Freaker  , 0 , 0 , 0 , 1 , 1
81278902186 ,   ,  Freaker Feet  , 18 ,   ,  Footwear   ,  Socks   ,    ,    ,  Freaker USA   , 0 , 0 , 1 , 1 , 2
81278902215 ,   ,  Freaker Feet  , 18 ,   ,  Footwear   ,  Socks   ,    ,    ,  Freaker USA   , 0 , 0 , 1 , 1 , 2
81278902232 ,   ,  Freaker Feet  , 18 ,   ,  Footwear   ,  Socks   ,    ,    ,  Freaker USA   , 0 , 0 , 1 , 2 , 3
81278902234 ,   ,  Freaker Feet   , 18 ,   ,  Footwear  ,  Socks  ,    ,    ,  Freaker  , 0 , 0 , 0 , 3 , 3
81278902235 ,   ,  Freaker Feet  , 18 ,   ,  Footwear   ,  Socks   ,    ,    ,  Freaker USA   , 0 , 0 , 1 , 1 , 2
81278902236 ,   ,  Freaker  , 12 ,   ,  Giftware  ,    ,    ,    ,  Freaker  , 0 , 0 , 0 , 1 , 1
81278902238 ,   ,  Freaker Feet  , 18 ,   ,  Footwear   ,  Socks   ,    ,    ,  Freaker USA   , 0 , 0 , 1 , 2 , 3
81278902239 ,   ,  Freaker Feet  , 18 ,   ,  Footwear   ,  Socks   ,    ,    ,  Freaker USA   , 0 , 0 , 1 , 0 , 1
81278902241 ,   ,  Freaker Feet  , 18 ,   ,  Footwear   ,  Socks   ,    ,    ,  Freaker USA   , 0 , 0 , 1 , 0 , 1
81278902242 ,   ,  Freaker Feet   , 18 ,   ,  Footwear  ,  Socks  ,    ,    ,  Freaker  , 0 , 0 , 0 , 4 , 4
81278902243 ,   ,  Freaker  , 12 ,   ,  Giftware  ,    ,    ,    ,  Freaker  , 0 , 0 , 0 , 5 , 5
81278902247 ,   ,  Freaker  , 12 ,   ,  Giftware  ,    ,    ,    ,  Freaker  , 0 , 0 , 0 , 5 , 5
81278902249 ,   ,  Freaker Feet  , 18 ,   ,  Footwear   ,  Socks   ,    ,    ,  Freaker USA   , 0 , 0 , 1 , 3 , 4
81278902250 ,   ,  Freaker Feet  , 18 ,   ,  Footwear   ,  Socks   ,    ,    ,  Freaker USA   , 0 , 0 , 1 , 1 , 2
81278902252 ,   ,  Freaker  , 12 ,   ,  Giftware  ,    ,    ,    ,  Freaker  , 0 , 0 , 0 , 7 , 7
81278902272 ,   ,  Freaker  , 12 ,   ,  Giftware  ,    ,    ,    ,  Freaker  , 0 , 0 , 0 , 1 , 1
81278902274 ,   ,  Freaker  , 12 ,   ,  Giftware  ,    ,    ,    ,  Freaker  , 0 , 0 , 0 , 7 , 7
81278902396 ,   ,  Freaker  , 12 ,   ,  Giftware  ,    ,    ,    ,  Freaker  , 0 , 0 , 0 , 1 , 1
81278902410 ,   ,  Freaker Feet  , 18 ,   ,  Footwear   ,  Socks   ,    ,    ,  Freaker USA   , 0 , 0 , 1 , 0 , 1
81278902411 ,   ,    , 12 ,   ,  Footwear   ,  Sock  ,    ,    ,    , 0 , 0 , 1 , 0 , 1
81278902414 ,   ,  Freaker  , 12 ,   ,  Giftware  ,    ,    ,    ,  Freaker  , 0 , 0 , 0 , 2 , 2
81278902415 ,   ,  Freaker  , 12 ,   ,  Giftware  ,    ,    ,    ,  Freaker  , 0 , 0 , 0 , 1 , 1
81278902417 ,   ,  Freaker Feet  , 18 ,   ,  Footwear   ,  Socks   ,    ,    ,  Freaker USA   , 0 , 0 , 1 , 2 , 3
81278902418 ,   ,  Freaker Feet   , 18 ,   ,  Footwear  ,  Socks  ,    ,    ,  Freaker  , 0 , 0 , 0 , 7 , 7
81278902419 ,   ,  Freaker Feet   , 18 ,   ,  Footwear  ,  Socks  ,    ,    ,  Freaker  , 0 , 0 , 0 , 7 , 7
81278902420 ,   ,  Freaker Feet   , 18 ,   ,  Footwear  ,  Socks  ,    ,    ,  Freaker  , 0 , 0 , 0 , 1 , 1
81278902425 ,   ,    , 12 ,   ,  Footwear   ,  Sock  ,    ,    ,    , 0 , 0 , 1 , 3 , 4
81278902479 ,   ,  Freaker Feet  , 18 ,   ,  Footwear   ,  Socks   ,    ,    ,  Freaker USA   , 0 , 0 , 2 , 0 , 2
81278902502 ,   ,  Freaker Feet  , 18 ,   ,  Footwear   ,  Socks   ,    ,    ,  Freaker USA   , 0 , 0 , 1 , 0 , 1
81278902606 ,   ,  Freaker  , 12 ,   ,  Giftware  ,    ,    ,    ,  Freaker  , 0 , 0 , 0 , 1 , 1
81278902607 ,   ,  Freaker  , 12 ,   ,  Giftware  ,    ,    ,    ,  Freaker  , 0 , 0 , 0 , 1 , 1
81278902642 ,   ,  Freaker  , 12 ,   ,  Giftware  ,    ,    ,    ,  Freaker  , 0 , 0 , 0 , 1 , 1
81278902643 ,   ,  Freaker  , 12 ,   ,  Giftware  ,    ,    ,    ,  Freaker  , 0 , 0 , 0 , 1 , 1
81278902653 ,   ,  Freaker  , 12 ,   ,  Giftware  ,    ,    ,    ,  Freaker  , 0 , 0 , 0 , 1 , 1
81278902654 ,   ,  Freaker  , 12 ,   ,  Giftware  ,    ,    ,    ,  Freaker  , 0 , 0 , 0 , 1 , 1
81278902659 ,   ,  Freaker  , 12 ,   ,  Giftware  ,    ,    ,    ,  Freaker  , 0 , 0 , 0 , 1 , 1
81278902680 ,   ,  Freaker Feet   , 18 ,   ,  Footwear  ,  Socks  ,    ,    ,  Freaker  , 0 , 0 , 0 , 3 , 3
81278902685 ,   ,  Freaker Feet  , 18 ,   ,  Footwear   ,  Socks   ,    ,    ,  Freaker USA   , 0 , 0 , 1 , 0 , 1
81278902694 ,   ,  Freaker Feet   , 18 ,   ,  Footwear  ,  Socks  ,    ,    ,  Freaker  , 0 , 0 , 0 , 2 , 2
81278902695 ,   ,  Freaker Feet   , 18 ,   ,  Footwear  ,  Socks  ,    ,    ,  Freaker  , 0 , 0 , 0 , 6 , 6
81278902696 ,   ,  Freaker Feet   , 18 ,   ,  Footwear  ,  Socks  ,    ,    ,  Freaker  , 0 , 0 , 0 , 5 , 5
81278902697 ,   ,  Freaker  , 12 ,   ,  Giftware  ,    ,    ,    ,  Freaker  , 0 , 0 , 0 , 5 , 5
81278902719 ,   ,  Freaker  , 12 ,   ,  Giftware  ,    ,    ,    ,  Freaker  , 0 , 0 , 0 , 1 , 1
81278902722 ,   ,  Freaker  , 12 ,   ,  Giftware  ,    ,    ,    ,  Freaker  , 0 , 0 , 0 , 1 , 1
81278902724 ,   ,  Freaker  , 12 ,   ,  Giftware  ,    ,    ,    ,  Freaker  , 0 , 0 , 0 , 2 , 2
81278902727 ,   ,  Freaker  , 12 ,   ,  Giftware  ,    ,    ,    ,  Freaker  , 0 , 0 , 0 , 1 , 1
81278902734 ,   ,  Freaker  , 12 ,   ,  Giftware  ,    ,    ,    ,  Freaker  , 0 , 0 , 0 , 1 , 1
81278902744 ,   ,  Freaker  , 12 ,   ,  Giftware  ,    ,    ,    ,  Freaker  , 0 , 0 , 0 , 1 , 1
81278902745 ,   ,  Freaker  , 12 ,   ,  Giftware  ,    ,    ,    ,  Freaker  , 0 , 0 , 0 , 1 , 1
81719601135 ,   ,    , 12 ,   ,  Footwear   ,  Sock  ,    ,    ,    , 0 , 0 , 1 , 0 , 1
81719601164 ,   ,    , 10 ,   ,  Footwear   ,  Sock  ,    ,    ,    , 0 , 0 , 1 , 0 , 1
81719601243 ,   ,    , 12 ,   ,  Footwear   ,  Sock  ,    ,    ,    , 0 , 0 , 1 , 0 , 1
81719601269 ,   ,    , 9 ,   ,  Footwear  ,  Socks  ,    ,    ,    , 0 , 0 , 0 , 1 , 1
